,sku,Units,Lines,unitspercase
10711,YP04562208_f,8,8,21
10712,SP04901718_f,8,8,21
10713,SB25841448,8,8,19
10714,SB15192291_f,16,8,21
10715,MB25327030_f,8,8,21
10716,LB17336987,8,8,4
10717,SB28790596,16,8,72
10718,KP04915382_f,8,8,21
10719,MP04824423_f,24,8,21
10720,SB27970595_f,8,8,21
10721,MP04864955,8,8,2
10722,KB15384805_f,14,8,21
10723,KB16239836_f,16,8,21
10724,LB18034987_f,16,8,21
10725,AB74421550_f,21,8,21
10726,SB27924897_f,15,8,21
10727,AB91054609_f,15,8,21
10728,SP04597773_f,8,8,21
10729,AB91672719_f,14,8,21
10730,MB81564390,8,8,26
10731,LB17612096_f,8,8,21
10732,AB68463485,18,8,6
10733,SP04805244,12,8,20
10734,KB15384847_f,19,8,21
10735,YP04562206_f,8,8,21
10736,AB88720315,16,8,12
10737,MB72109081,32,8,24
10738,MB80889348,91,8,60
10739,SP04672292_f,8,8,21
10740,SB27924907,18,8,60
10741,KP04918723,8,8,6
10742,MP04885700,12,8,8
10743,AB65672363_f,8,8,21
10744,SB28212456,16,8,11
10745,LB16733808,26,8,6
10746,MB13129677,13,8,36
10747,SB28191056,8,8,27
10748,SB26964230_f,10,8,21
10749,AB93678546_f,16,8,21
10750,YB28047223_f,10,8,21
10751,SB15191603_f,16,8,21
10752,MP04857579,8,8,2
10753,MB84047225,8,8,24
10754,AB93524263,8,8,12
10755,LB17783297_f,40,8,21
10756,AB68405676_f,8,8,21
10757,AB71059514,30,8,21
10758,LP04862498,8,8,6
10759,LB17808033,13,8,12
10760,SB28213031_f,12,8,21
10761,SB22846970_f,8,8,21
10762,LB17346252_f,32,8,21
10763,KB15384847,19,8,6
10764,MB64750134,35,8,36
10765,SP04901718,8,8,4
10766,SP04816400,8,8,12
10767,MP04640325_f,8,8,21
10768,SB22641719_f,8,8,21
10769,SB24348120_f,16,8,21
10770,LB17129712,25,8,8
10771,SB28886691,12,8,35
10772,AB67927799,22,8,21
10773,AB68459143,8,8,21
10774,AB71156543_f,11,8,21
10775,MP04762054_f,12,8,21
10776,YP04922281,8,8,2
10777,LP04894037,8,8,6
10778,AB85448580_f,34,8,21
10779,SB28400255,18,8,19
10780,YP04925655,8,8,8
10781,AP04375099_f,8,8,21
10782,AP04911597,8,8,8
10783,MP04926930,8,8,2
10784,SB26996431_f,16,8,21
10785,SB23793080,14,8,65
10786,AB93256382_f,34,8,21
10787,KB16218116,53,8,30
10788,YB27159617_f,16,8,21
10789,MB84052689_f,8,8,21
10790,MB77674537_f,8,8,21
10791,SB23793116,15,8,56
10792,AB74453926,8,8,20
10793,MB21795514_f,20,8,21
10794,AB84139832_f,8,8,21
10795,YP04898232_f,8,8,21
10796,SP04899781_f,8,8,21
10797,SP04889752,8,8,13
10798,LB16654518_f,32,8,21
10799,SP04921149,8,8,10
10800,MB25314690,11,8,29
10801,SP04893832_f,8,8,21
10802,MB29650279,14,8,21
10803,LB16211359_f,16,8,21
10804,AB88112091_f,56,8,21
10805,SB28536983_f,8,8,21
10806,YP04917608_f,8,8,21
10807,KP04859744_f,8,8,21
10808,AB71756626_f,11,8,21
10809,YB27272947,8,8,11
10810,MB64746096_f,91,8,21
10811,SB27623693,12,8,36
10812,AB72577383_f,57,8,21
10813,SB22244048_f,15,8,21
10814,AB72046500_f,15,8,21
10815,YB25830239_f,16,8,21
10816,SP04884062_f,8,8,21
10817,AB88720713_f,12,8,21
10818,AB84138901_f,8,8,21
10819,AB71819547,8,8,21
10820,SB21252646,16,8,104
10821,AB69032048,8,8,21
10822,MB70164989_f,12,8,21
10823,KP04810377,12,8,4
10824,YB27163001_f,30,8,21
10825,MB86640280_f,18,8,21
10826,SP04916763,12,8,2
10827,YP04423392_f,8,8,21
10828,AB75315458_f,22,8,21
10829,MP04900760_f,12,8,21
10830,AB73110671,29,8,12
10831,AB73112459,15,8,20
10832,SP04656893,9,8,34
10833,SB15192301,8,8,21
10834,YB27087909,32,8,48
10835,LB17023436_f,9,8,21
10836,SB17966441_f,15,8,21
10837,SB25133224,14,8,36
10838,LP04862502,12,8,6
10839,MB59815990_f,8,8,21
10840,YP04747088,8,8,4
10841,AB86743585_f,8,8,21
10842,MB70533264_f,38,8,21
10843,KB16218051_f,64,8,21
10844,SB29030954,16,8,52
10845,YP04847696,8,8,100
10846,KB16298246,13,8,6
10847,SP04402473,8,8,12
10848,MB58165764_f,8,8,21
10849,MP04824421_f,8,8,21
10850,AB72035689_f,8,8,21
10851,YB27702695,15,8,37
10852,YP04917609,8,8,4
10853,AB84138833_f,8,8,21
10854,MP04896018_f,12,8,21
10855,KB16185715,37,8,12
10856,SB27924884,21,8,70
10857,LB17814849,32,8,6
10858,AB75063797,12,8,12
10859,MB64749996,56,8,24
10860,MB78256721_f,12,8,21
10861,KP04804042,8,8,6
10862,AB72498747,32,8,24
10863,SP04849462_f,8,8,21
10864,KB13327071_f,56,8,21
10865,MB61358225,12,8,36
10866,LB16577857,19,8,60
10867,MB87612615,8,8,4
10868,AB71601221,11,8,4
10869,MP04904860,8,8,4
10870,SB24216427,8,8,20
10871,SP04796391,12,8,12
10872,AB71947370_f,28,8,21
10873,YB25830242_f,32,8,21
10874,SB28790622,16,8,72
10875,AB93293251,8,8,12
10876,MP04549055_f,8,8,21
10877,SP04729967,8,8,2
10878,MP04856361,8,8,5
10879,SB27918298_f,11,8,21
10880,KP04922210,13,8,4
10881,YB27249572,9,8,60
10882,KB16239852_f,16,8,21
10883,SP04864360_f,8,8,21
10884,MB72108613_f,32,8,21
10885,YB27159604_f,8,8,21
10886,AB67927579_f,24,8,21
10887,MB29650282,14,8,21
10888,AB65672185_f,14,8,21
10889,AB74483462_f,8,8,21
10890,SP04673911,8,8,10
10891,MP04865888,8,8,4
10892,MB72108891,32,8,24
10893,KP04871313,8,8,3
10894,AB67756795,9,8,12
10895,AB74440243,50,8,24
10896,YP04938247_f,12,8,21
10897,MB65543405,8,8,21
10898,MB64745084,64,8,24
10899,AB85064362,12,8,12
10900,YP04917779_f,8,8,21
10901,MB68276410_f,32,8,21
10902,MB44515069_f,12,8,21
10903,AB93256447_f,26,8,21
10904,AB69032035_f,8,8,21
10905,AB79521989_f,50,8,21
10906,SB28887182_f,8,8,21
10907,AB86743860_f,8,8,21
10908,AB84138752_f,8,8,21
10909,KB15384766,23,8,6
10910,SB28012999_f,8,8,21
10911,SP04811086_f,8,8,21
10912,SB27924897,13,8,60
10913,SB28400585,15,8,19
10914,SB28013804,15,8,31
10915,SP04661374,8,8,12
10916,MP04604566_f,8,8,21
10917,MP04549057_f,8,8,21
10918,MB14553491,17,8,24
10919,MB44515056_f,11,8,21
10920,AB84585745_f,53,8,21
10921,MB13129677_f,9,8,21
10922,AB71156624_f,8,8,21
10923,SB28749961_f,12,8,21
10924,AB93524661,16,8,12
10925,AB77978864,13,8,6
10926,SP04706158_f,8,8,21
10927,YP04859879,8,8,8
10928,SP04707190_f,12,8,21
10929,SB28886879,8,8,30
10930,SP04743607_f,8,8,21
10931,AB91770624_f,28,8,21
10932,AP04929984_f,28,8,21
10933,AB93524234,8,8,12
10934,MB25795002,16,8,47
10935,YP04571979,8,8,8
10936,AB84138781_f,8,8,21
10937,AB93524797_f,8,8,21
10938,SP04801403,8,8,5
10939,SB20736079,8,8,30
10940,AB75962924,21,8,6
10941,AB77805018_f,8,8,21
10942,SP04867345,12,8,41
10943,MB59347646_f,14,8,21
10944,AB84363912_f,36,8,21
10945,YB27162992,30,8,24
10946,MP04604574_f,8,8,21
10947,SB23793145,26,8,65
10948,YB28358828,9,8,21
10949,AB67756863_f,15,8,21
10950,MB16187014,20,8,72
10951,SB28403236_f,11,8,21
10952,LB18012064,23,8,12
10953,AB72216673,8,8,12
10954,MP04900704,8,8,4
10955,SB18921728,15,8,36
10956,MB25334887,9,8,24
10957,SB15193025_f,16,8,21
10958,SP04552153,9,8,33
10959,KB15537597,13,8,21
10960,AB92842454_f,8,8,21
10961,SP04903691_f,8,8,21
10962,KP04918728_f,16,8,21
10963,SB17967178,8,8,16
10964,LP04862488,8,8,3
10965,SB28217707,12,8,9
10966,SP04597773,8,8,6
10967,AB84138817_f,16,8,21
10968,LP04897982_f,8,8,21
10969,AB72677555_f,16,8,21
10970,YP04589942_f,8,8,21
10971,AB93523798_f,10,8,21
10972,LB16013803,8,8,4
10973,SB28401238_f,9,8,21
10974,SB27621226,8,8,30
10975,MB70544282_f,38,8,21
10976,LP04862494,8,8,6
10977,AB81406568_f,11,8,21
10978,AB91630751,56,8,12
10979,KP04922189_f,8,8,21
10980,MB71281120,91,8,60
10981,MP04912009,9,8,4
10982,MB44517355,14,8,21
10983,SP04768759_f,8,8,21
10984,SB28269548_f,16,8,21
10985,MB72110779,32,8,24
10986,SB15191263_f,16,8,21
10987,MB65263293_f,13,8,21
10988,MB84436629_f,8,8,21
10989,SB21235906,16,8,72
10990,SP04734446,8,8,20
10991,SB27918887,12,8,8
10992,YP04734473,12,8,4
10993,AB69977349_f,56,8,21
10994,LB17629746_f,14,8,21
10995,SB25132568,12,8,36
10996,AB69498051,8,8,21
10997,SP04519515,8,8,4
10998,SB27924871_f,11,8,21
10999,MP04885762,8,8,8
11000,KP04866568,8,8,16
11001,LB17744993_f,24,8,21
11002,MP04773142,12,8,4
11003,AB84585473,12,8,4
11004,AB75315458,22,8,461
11005,SP04855938,12,8,8
11006,MB22357993_f,8,8,21
11007,AB78901212,19,8,12
11008,LB17445726,18,8,36
11009,SB22638874,19,8,21
11010,AB72498459,40,8,36
11011,MB70165085_f,12,8,21
11012,AB92947142,22,8,10
11013,LB17312927_f,34,8,21
11014,MB88007148_f,14,8,21
11015,MP04900758,8,8,2
11016,SB26996541,14,8,17
11017,SP04913566,12,8,12
11018,AB83092475,23,8,4
11019,MB70165234_f,12,8,21
11020,MB13137889,34,8,36
11021,LB17490852,28,8,6
11022,AB68256508_f,8,8,21
11023,SB15191250,15,8,21
11024,AB71947370,19,8,21
11025,MB93289744_f,56,8,21
11026,MP04549052_f,8,8,21
11027,SP04893483,12,8,6
11028,SP04672291_f,8,8,21
11029,YP04916449_f,7,7,21
11030,LB17265980_f,16,7,21
11031,AB93525518_f,7,7,21
11032,SP04893832,7,7,6
11033,MB64699062_f,13,7,21
11034,AB72325292,17,7,10
11035,SB27959383_f,23,7,21
11036,AB88720315_f,14,7,21
11037,SP04932755_f,10,7,21
11038,SB25133415_f,11,7,21
11039,LB17369912_f,29,7,21
11040,KB15834575_f,14,7,21
11041,MB87013735_f,7,7,21
11042,SB27414705,22,7,25
11043,AB93164199_f,8,7,21
11044,KB16211029_f,13,7,21
11045,MB72110973,25,7,24
11046,SB28213031,10,7,10
11047,YP04513534,7,7,12
11048,MB87612495,7,7,4
11049,SB28168089_f,7,7,21
11050,SB28270511,11,7,10
11051,AB79568531_f,35,7,21
11052,SB28269328,8,7,8
11053,AB86743475,15,7,6
11054,LP04862489,7,7,3
11055,AB93523701,10,7,12
11056,AB84585473_f,10,7,21
11057,SP04801393,11,7,5
11058,MP04866744,7,7,4
11059,SP04562733,7,7,4
11060,AB73347211,7,7,6
11061,SB23794474_f,12,7,21
11062,MB70165043,8,7,6
11063,SB28886756_f,12,7,21
11064,SB21231447_f,7,7,21
11065,AB75063849,7,7,12
11066,YB27159662,7,7,24
11067,SP04889750_f,7,7,21
11068,KP04934706,7,7,10
11069,SB17965853,7,7,54
11070,SB28749958,10,7,98
11071,MB25316012_f,12,7,21
11072,SB28013642_f,14,7,21
11073,MP04885692,7,7,8
11074,MB44519670,12,7,21
11075,MB21795514,18,7,19
11076,AB91942957_f,7,7,21
11077,YB26511683,26,7,21
11078,LB17783271,35,7,8
11079,AB81409701,9,7,12
11080,YP04847638,11,7,4
11081,AB67756708,14,7,12
11082,AP04916769,11,7,3
11083,SP04791436_f,7,7,21
11084,SB18923315,16,7,122
11085,SB15190688,16,7,21
11086,AB67927595,11,7,21
11087,SB21234677,11,7,100
11088,AB72422409,14,7,12
11089,AB88720438,14,7,12
11090,YB28483913_f,14,7,21
11091,MB84051224,7,7,24
11092,YP04734536,7,7,4
11093,AB78895302,13,7,24
11094,SP04661373_f,7,7,21
11095,SP04906781_f,7,7,21
11096,SB23794555,18,7,65
11097,MP04845428,11,7,2
11098,MP04885770_f,7,7,21
11099,SP04855580,11,7,2
11100,MB64082365_f,7,7,21
11101,MB76429563_f,35,7,21
11102,AB74486469_f,7,7,21
11103,AB92549197_f,8,7,21
11104,MP04549058,7,7,20
11105,AB88717218_f,20,7,21
11106,SP04913557_f,11,7,21
11107,LP04862491,7,7,3
11108,MB68634162,9,7,50
11109,AB78895043_f,9,7,21
11110,AB87248762,14,7,20
11111,AB93361358,47,7,36
11112,SB27623693_f,7,7,21
11113,AB69031968_f,7,7,21
11114,AB93525589,11,7,12
11115,SB21234020,7,7,84
11116,MP04915917_f,7,7,21
11117,MB59815725,7,7,26
11118,SB28403207_f,10,7,21
11119,MB68634175,9,7,50
11120,MB90475823_f,20,7,21
11121,YB27249462,25,7,60
11122,SB27767834_f,19,7,21
11123,AB72218231_f,7,7,21
11124,MP04885706_f,7,7,21
11125,MB62038052_f,10,7,21
11126,AP04881904_f,12,7,21
11127,AB88319519,7,7,12
11128,MB78260209_f,23,7,21
11129,YP03784297_f,7,7,21
11130,SP04913551_f,7,7,21
11131,MB95083184_f,10,7,21
11132,YP04887668_f,7,7,21
11133,SP04848796_f,7,7,21
11134,AB92551169,12,7,12
11135,MP04549053,7,7,12
11136,SB21563487_f,7,7,21
11137,SB28536802_f,14,7,21
11138,MP04885705_f,7,7,21
11139,SB28400925_f,7,7,21
11140,MB25324114,11,7,21
11141,AB65672198,7,7,21
11142,MB77674663,7,7,24
11143,SB23794526_f,14,7,21
11144,SB27638662,17,7,40
11145,AB93808413,7,7,12
11146,AB91672751,12,7,6
11147,MB64749734_f,28,7,21
11148,SB20735850,7,7,30
11149,AB75063768,10,7,12
11150,AB93523552,13,7,12
11151,SP04785908,7,7,14
11152,YP04938237_f,7,7,21
11153,AB86711669_f,49,7,21
11154,SB27916083,10,7,20
11155,AB67927786,19,7,21
11156,LB17871581,28,7,72
11157,SP04562732,7,7,4
11158,MB69684742_f,31,7,21
11159,YB27163014,23,7,24
11160,SP04812261_f,7,7,21
11161,MB84053578_f,7,7,21
11162,LB17807995_f,14,7,21
11163,AB76600573,45,7,12
11164,AB93167743,12,7,6
11165,AB86741655_f,7,7,21
11166,SP04889752_f,7,7,21
11167,AB73516576,11,7,12
11168,MP04602009,7,7,2
11169,SB28535845_f,7,7,21
11170,MB25790366,14,7,26
11171,AB93105336_f,49,7,21
11172,AB93779283,14,7,6
11173,MB70302521_f,7,7,21
11174,KB15605306_f,19,7,21
11175,SB18921825_f,7,7,21
11176,AB69496134_f,9,7,21
11177,SB23813397_f,7,7,21
11178,SB23816145,11,7,52
11179,MP04773145_f,7,7,21
11180,MP04885701,7,7,8
11181,MB95094775,10,7,24
11182,SP04917868_f,7,7,21
11183,AB75063865,8,7,12
11184,MB89754267_f,14,7,21
11185,MB88415109_f,7,7,21
11186,SB27947104_f,7,7,21
11187,MP04864951,7,7,2
11188,AB83092475_f,28,7,21
11189,SP04711919_f,11,7,21
11190,YP04747088_f,7,7,21
11191,YP04847668_f,7,7,21
11192,AB92480463,23,7,6
11193,AB84936514,11,7,12
11194,YB27663103,15,7,36
11195,YB27159808_f,14,7,21
11196,AB93105242,53,7,48
11197,AB71156543,11,7,21
11198,KP04804043_f,7,7,21
11199,MB89754319_f,7,7,21
11200,SP04848793,7,7,2
11201,MB66079907_f,10,7,21
11202,SP04654821,7,7,15
11203,SB28168212_f,7,7,21
11204,SB28168267,14,7,150
11205,MB58885413_f,12,7,21
11206,SP04706483,11,7,18
11207,AP04503263_f,7,7,21
11208,LB16577857_f,17,7,21
11209,AB84119881,7,7,12
11210,MB91390143,98,7,60
11211,SP04596188,11,7,2
11212,MB81125823,14,7,60
11213,MB68635679,7,7,24
11214,SB26996570,12,7,15
11215,YP04852831_f,15,7,21
11216,SB28014146,11,7,30
11217,SB25133185,7,7,36
11218,LP04934399_f,7,7,21
11219,SP04889429_f,7,7,21
11220,MB84054920,7,7,24
11221,SP04791464,7,7,2
11222,YP04713714,7,7,2
11223,MB68635297_f,17,7,21
11224,AP04581371_f,22,7,21
11225,KB15537555,14,7,21
11226,YP04802795_f,7,7,21
11227,MB76088933_f,7,7,21
11228,AB72481343,31,7,25
11229,SP04889749,7,7,15
11230,MB72100886_f,32,7,21
11231,MB72108710,25,7,24
11232,SP04889854_f,7,7,21
11233,MB84054438_f,7,7,21
11234,SB27930522,7,7,25
11235,YB27272976,7,7,21
11236,SP04801416_f,7,7,21
11237,KB16239849,14,7,64
11238,YP04802809_f,7,7,21
11239,AB72483736_f,46,7,21
11240,MB78318384,13,7,13
11241,MB80340337,35,7,36
11242,SP04656897_f,7,7,21
11243,MB84051046,7,7,24
11244,YB26255868_f,11,7,21
11245,SB28168209_f,23,7,21
11246,KP04908129_f,7,7,21
11247,SB20735834,14,7,30
11248,AB71947231,15,7,10
11249,SP04813917,7,7,5
11250,AB93164102,7,7,6
11251,SB27217180_f,30,7,21
11252,MB44517368,14,7,21
11253,SP04799208_f,7,7,21
11254,SB15192291,14,7,21
11255,AB84363695_f,47,7,21
11256,LB17854359_f,23,7,21
11257,SB28191441,13,7,110
11258,YB27249572_f,9,7,21
11259,MB44514073,12,7,21
11260,AB84123068_f,7,7,21
11261,AP04581375_f,22,7,21
11262,AB92551169_f,12,7,21
11263,SB15191823,10,7,21
11264,SB26880877_f,7,7,21
11265,SB24216427_f,7,7,21
11266,YP04938230,7,7,2
11267,YB27159688,18,7,24
11268,MP04866740,11,7,4
11269,SB21231010,14,7,110
11270,SB27959406_f,14,7,21
11271,AB67927618_f,7,7,21
11272,AB71947325,7,7,21
11273,SB17967068,17,7,88
11274,SB27947052_f,7,7,21
11275,MB77673318_f,7,7,21
11276,AB75315432,20,7,311
11277,SB27924871,9,7,69
11278,YP04562210,11,7,4
11279,SB28886785,8,7,30
11280,AB88720661,14,7,12
11281,AB93606275_f,24,7,21
11282,AB67927809,19,7,21
11283,AP04911763_f,7,7,21
11284,AB71357135_f,7,7,21
11285,AB72167861,10,7,6
11286,MP04896018,11,7,4
11287,MB86635402,10,7,24
11288,MB84053552,8,7,24
11289,MB78189762_f,10,7,21
11290,SP04901607,11,7,4
11291,SB15192657,18,7,21
11292,SB23794542,14,7,65
11293,MB25794841,14,7,35
11294,SP04911130_f,7,7,21
11295,SB22244268,12,7,19
11296,AB71246466_f,49,7,21
11297,KP04908136_f,7,7,21
11298,YP04915427,11,7,4
11299,AB93523798,11,7,16
11300,SB18922617,10,7,100
11301,MB25310869_f,8,7,21
11302,SB27918887_f,7,7,21
11303,LP04624284_f,7,7,21
11304,MP04900738_f,7,7,21
11305,SB28013613_f,7,7,21
11306,SB27049617,13,7,100
11307,MP04900738,7,7,4
11308,MB59347620_f,13,7,21
11309,SB28191438,20,7,165
11310,SB28168199_f,13,7,21
11311,SB27235162_f,7,7,21
11312,AB71068220,12,7,21
11313,YB27741533,15,7,100
11314,AB92842412,14,7,12
11315,AB92264469,9,7,6
11316,AB91630751_f,49,7,21
11317,MB78257212,19,7,29
11318,MP04829658,11,7,4
11319,AB92266483,11,7,12
11320,SP04888615_f,7,7,21
11321,MB75251392_f,13,7,21
11322,YP04887649,7,7,4
11323,AB90824500,29,7,168
11324,AB92550979_f,7,7,21
11325,KB15920599_f,16,7,21
11326,SB23794487_f,7,7,21
11327,SP04894092_f,7,7,21
11328,SB29030844_f,13,7,21
11329,MB25314454,8,7,14
11330,LB17559036_f,42,7,21
11331,SB28012973_f,14,7,21
11332,SB17967178_f,7,7,21
11333,MB88016744,13,7,12
11334,YP04543570_f,7,7,21
11335,MB25795167_f,16,7,21
11336,SP04856982,7,7,12
11337,AB71819547_f,7,7,21
11338,MB65236026_f,19,7,21
11339,LB17629924_f,7,7,21
11340,AP04493745_f,7,7,21
11341,MB25326620,7,7,17
11342,AP04845908,30,7,24
11343,SB28400828,9,7,13
11344,AB88717302,14,7,17
11345,SB17967741,7,7,8
11346,MB25323005_f,7,7,21
11347,YB27741452_f,14,7,21
11348,SP04915337_f,7,7,21
11349,LP04521514_f,7,7,21
11350,LB17629924,11,7,4
11351,SB28536983,7,7,24
11352,YB27159730_f,14,7,21
11353,LB17745073,20,7,12
11354,KB15384708,26,7,4
11355,SP04801401_f,7,7,21
11356,AB65672295,7,7,21
11357,AP04581373,18,7,48
11358,LP04521514,7,7,21
11359,YP04852807_f,7,7,21
11360,SP04830857,11,7,4
11361,AB72167751,18,7,6
11362,LB16866490_f,23,7,21
11363,KP04896095_f,7,7,21
11364,SB25133376,9,7,36
11365,MB65574021_f,26,7,21
11366,SP04625587,18,7,84
11367,MB72979855_f,7,7,21
11368,LB17369912,25,7,12
11369,AB68463391_f,11,7,21
11370,AB72046513_f,7,7,21
11371,SB27947065_f,7,7,21
11372,SP04801393_f,7,7,21
11373,MB84051729,11,7,22
11374,SB28066505_f,11,7,21
11375,AB72213883,11,7,12
11376,MB88007203_f,14,7,21
11377,KP04859745_f,7,7,21
11378,MB60390750,7,7,26
11379,SP04583348,7,7,10
11380,SP04679229,7,7,18
11381,SP04784454,8,7,25
11382,SP04816400_f,7,7,21
11383,AB93808471,7,7,12
11384,SB28013626_f,7,7,21
11385,AB74421699,11,7,12
11386,SP04913522_f,7,7,21
11387,SB27925566,13,7,60
11388,MB76417300,7,7,141
11389,MB68277817,13,7,24
11390,SP04856982_f,7,7,21
11391,AP04581381_f,14,7,21
11392,KB16239807_f,22,7,21
11393,SP04926537,7,7,2
11394,AB90545070_f,28,7,21
11395,SB21466610_f,25,7,21
11396,SP04889689_f,7,7,21
11397,AB71059789,22,7,107
11398,MB84051046_f,7,7,21
11399,MB68276630_f,10,7,21
11400,SB28270362,11,7,11
11401,SB21235058_f,14,7,21
11402,SB28014159,11,7,30
11403,SP04668985,11,7,13
11404,SP04805723_f,7,7,21
11405,LB17852490,28,7,72
11406,LB16781371,28,7,72
11407,AP04581381,13,7,36
11408,SB18923331_f,26,7,21
11409,SB26873729,7,7,82
11410,MB88415141,7,7,24
11411,SP04917868,7,7,2
11412,MB87013968_f,14,7,21
11413,SB25133428_f,11,7,21
11414,AB93525602_f,14,7,21
11415,AB93524933,10,7,12
11416,AB93524894,7,7,12
11417,AB91054764,14,7,6
11418,SB28267906,7,7,8
11419,SP04568917_f,7,7,21
11420,YB27855380_f,14,7,21
11421,SP04889624_f,11,7,21
11422,SP04695581,7,7,2
11423,LB16410888_f,18,7,21
11424,LB16770858_f,23,7,21
11425,SP04848123_f,11,7,21
11426,MP04900744_f,11,7,21
11427,SP04661371_f,7,7,21
11428,MB58137844,30,7,21
11429,SB21254181,14,7,72
11430,AB84364542_f,31,7,21
11431,MB60390734,11,7,24
11432,MP04885692_f,7,7,21
11433,MB89754296_f,18,7,21
11434,YB28362102,11,7,15
11435,YP04467813_f,7,7,21
11436,MB70535958,35,7,24
11437,KB13327071,49,7,24
11438,YB26255826_f,7,7,21
11439,SP04707566,11,7,7
11440,SP04262555_f,7,7,21
11441,AB86741613_f,7,7,21
11442,AB68405977,7,7,21
11443,SB27617641,7,7,25
11444,MB84052757_f,8,7,21
11445,SB28400909_f,7,7,21
11446,SB23816116,11,7,52
11447,MP04900743_f,7,7,21
11448,MB88007339_f,12,7,21
11449,MP04900744,15,7,4
11450,MB59816656,13,7,30
11451,MP04885701_f,7,7,21
11452,SB23813546,7,7,25
11453,SP04661371,7,7,16
11454,SP04867345_f,7,7,21
11455,YP04917609_f,7,7,21
11456,SP04883981,7,7,2
11457,SB15192657_f,26,7,21
11458,SP04881779_f,7,7,21
11459,AB93256492_f,24,7,21
11460,AB92369843,7,7,8
11461,KB16298246_f,13,7,21
11462,MB76417300_f,7,7,21
11463,SP04721238_f,7,7,21
11464,YP04922842,14,7,4
11465,SB21231748_f,14,7,21
11466,SB23817791,7,7,35
11467,AP04881906,13,7,20
11468,AP04642805,7,7,5
11469,MP04856360,7,7,5
11470,MB61367517,8,7,36
11471,SP04811369_f,7,7,21
11472,AB93163679,7,7,6
11473,AB67927618,11,7,21
11474,AB69031968,7,7,21
11475,AB73113526_f,9,7,21
11476,MB84571542_f,61,7,21
11477,AB93293141,7,7,12
11478,YP04922281_f,7,7,21
11479,MB88007012,9,7,12
11480,KB16239797_f,16,7,21
11481,AB88672340_f,14,7,21
11482,YP04917879_f,7,7,21
11483,KB16015173_f,13,7,21
11484,AB69498190,7,7,21
11485,SP04793022_f,7,7,21
11486,AB91440174_f,12,7,21
11487,SB28790606_f,14,7,21
11488,SB26964230,8,7,54
11489,LB17655642,17,7,12
11490,YP04938241,7,7,2
11491,MP04911992,11,7,4
11492,SB15191276,8,7,21
11493,SB23794474,10,7,65
11494,MB70165302,17,7,6
11495,LB18034987,14,7,6
11496,MP04885854_f,7,7,21
11497,MB72108448_f,28,7,21
11498,AB93104955_f,97,7,21
11499,SP04935499,7,7,2
11500,YP04833588,13,7,4
11501,MB84048910,9,7,24
11502,LB18057281_f,14,7,21
11503,SB28194341,17,7,45
11504,SB15191263,14,7,21
11505,MP04835192,7,7,4
11506,SB20736053,14,7,30
11507,LB17662813_f,9,7,21
11508,SB28191014_f,8,7,21
11509,MB25322527,7,7,23
11510,SB27997196_f,22,7,21
11511,SP04883981_f,7,7,21
11512,MB90330285,26,7,36
11513,SB27959419_f,7,7,21
11514,YP04802789,7,7,4
11515,KB16015199_f,13,7,21
11516,LP04881608_f,7,7,21
11517,AB69498022_f,7,7,21
11518,AB67756698_f,8,7,21
11519,SB27833810,10,7,16
11520,SP04889753_f,7,7,21
11521,SP04490144,7,7,9
11522,SP04848125_f,11,7,21
11523,KP04871320_f,7,7,21
11524,SB15191807_f,14,7,21
11525,AB84139845,11,7,12
11526,KP04855419_f,7,7,21
11527,SB27947094_f,7,7,21
11528,LB17868963,23,7,8
11529,MB68280765,7,7,24
11530,MP04710974_f,14,7,21
11531,AB93808374,28,7,12
11532,SP04801410,7,7,5
11533,KB16218323_f,45,7,21
11534,MB25310869,9,7,26
11535,SP04757456,11,7,9
11536,KP04871313_f,7,7,21
11537,YP04903295,7,7,2
11538,MB95019129_f,10,7,21
11539,AB76600285,53,7,12
11540,SP04793024,7,7,10
11541,MP04641993,7,7,4
11542,SB27916096,25,7,21
11543,MB25753374_f,9,7,21
11544,SB28790680_f,14,7,21
11545,AB93105190_f,53,7,21
11546,SP04882668,7,7,11
11547,YP04589942,7,7,10
11548,SP04847929_f,7,7,21
11549,YP04922234,7,7,2
11550,SB18922798,13,7,80
11551,MB87014284_f,14,7,21
11552,MB74524020,22,7,40
11553,SB26996554_f,14,7,21
11554,MB72110708,26,7,24
11555,AB69032035,7,7,21
11556,AB71947244,9,7,21
11557,YB26849229,35,7,50
11558,YB27087844,28,7,48
11559,AB92292486_f,7,7,21
11560,SB28400527_f,7,7,21
11561,MB87612453_f,7,7,21
11562,SB28401241_f,24,7,21
11563,MP04885852_f,7,7,21
11564,AB75315500,20,7,402
11565,AB92958720_f,17,7,21
11566,MB78318041_f,12,7,21
11567,SP04784456,8,7,25
11568,YB28483926_f,14,7,21
11569,MB78189568_f,8,7,21
11570,SB28790622_f,14,7,21
11571,MB24775625_f,10,7,21
11572,MP04549055,7,7,12
11573,SB23794542_f,14,7,21
11574,SB28012957_f,7,7,21
11575,SP04773835_f,7,7,21
11576,AP04581409,7,7,12
11577,MB69684483_f,31,7,21
11578,AB68463294_f,11,7,21
11579,SB28790693,14,7,72
11580,SP04805723,7,7,12
11581,AB84120443,7,7,12
11582,SP04844282,7,7,2
11583,SP04866956_f,7,7,21
11584,AB73515784_f,9,7,21
